assertion,category,chain_edge,expectation,result,verdict,detail
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 104 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 82 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 152 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 21 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 23 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 113 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 160 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 15 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 90 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 153 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 127 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 93 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 140 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 109 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 158 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 150 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 80 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 71 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 76 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 17 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 98 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 143 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 142 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 72 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 27 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 73 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 86 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 57 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 124 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 130 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 117 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 33 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 63 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 83 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 148 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 105 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 25 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 101 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 133 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 141 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 146 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 97 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 61 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 92 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 120 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 77 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 99 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 132 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 112 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 69 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 115 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 103 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 66 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 55 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 31 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 106 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 37 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 74 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 18 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 32 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 147 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 81 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 107 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 128 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 28 assigned twice in rand42_d1
rand42_d1_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 58 assigned twice in rand42_d1
rand42_d1_covers_universe,structure,,MUST_HOLD,PASS,OK,"rand42_d1 covers exactly 161 indices (missing [], extra [])"
rand42_draw1_group_count_15,structure,,MUST_HOLD,PASS,OK,draw 1 has 15 resonant groups
rand42_draw2_res2p_exhausted,structure,,MUST_HOLD,PASS,OK,draw 2 stratum res2p: 15 of 15 indices consumed
rand42_draw2_res34p_exhausted,structure,,MUST_HOLD,PASS,OK,draw 2 stratum res34p: 146 of 146 indices consumed
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 9 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 4 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 5 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 14 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 3 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 7 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 1 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 10 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 13 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 0 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 8 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 6 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 2 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 12 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 11 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 101 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 85 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 130 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 83 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 49 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 143 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 19 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 156 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 87 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 57 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 77 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 70 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 79 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 37 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 119 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 80 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 51 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 144 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 58 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 122 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 116 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 82 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 103 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 114 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 157 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 152 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 38 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 117 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 113 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 64 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 90 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 23 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 24 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 125 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 48 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 95 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 147 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 135 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 126 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 74 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 88 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 149 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 112 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 91 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 128 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 15 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 39 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 127 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 46 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 28 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 98 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 136 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 110 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 89 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 105 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 139 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 54 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 96 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 45 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 123 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 109 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 66 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 43 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 52 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 150 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 55 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 41 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 29 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 17 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 20 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 133 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 69 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 155 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 106 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 107 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 16 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 99 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 129 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 73 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 61 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 22 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 154 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 32 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 78 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 118 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 97 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 42 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 25 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 34 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 93 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 30 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 120 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 92 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 86 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 151 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 148 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 60 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 72 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 108 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 115 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 35 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 100 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 160 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 132 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 53 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 40 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 59 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 134 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 138 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 84 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 26 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 50 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 131 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 47 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 31 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 65 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 146 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 18 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 140 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 21 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 63 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 102 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 124 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 121 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 104 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 67 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 56 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 153 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 145 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 158 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 75 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 62 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 36 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 94 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 159 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 81 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 27 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 137 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 68 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 142 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 44 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 33 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 111 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 141 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 71 assigned twice in rand42_d2
rand42_d2_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 76 assigned twice in rand42_d2
rand42_d2_covers_universe,structure,,MUST_HOLD,PASS,OK,"rand42_d2 covers exactly 161 indices (missing [], extra [])"
rand42_draw2_group_count_15,structure,,MUST_HOLD,PASS,OK,draw 2 has 15 resonant groups
rand42_draw3_res2p_exhausted,structure,,MUST_HOLD,PASS,OK,draw 3 stratum res2p: 15 of 15 indices consumed
rand42_draw3_res34p_exhausted,structure,,MUST_HOLD,PASS,OK,draw 3 stratum res34p: 146 of 146 indices consumed
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 5 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 13 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 3 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 12 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 1 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 10 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 8 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 0 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 6 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 7 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 9 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 14 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 4 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 2 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 11 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 43 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 35 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 129 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 103 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 71 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 149 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 49 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 69 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 57 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 94 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 89 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 132 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 72 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 50 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 152 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 74 assigned twice in rand42_d3
rand42_d3_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 47 assigned twice in rand42_d3
